link,price,title,location,post-date,bedrooms,bathrooms,receptions
https://www.zoopla.co.uk//to-rent/details/60074048/,"£1,222 pcm",3 bed property to rent,"Alton Road, Birmingham B29",Listed on 29th Oct 2021,3,1,N/A
https://www.zoopla.co.uk//to-rent/details/60074013/,"£1,170 pcm",3 bed property to rent,"Alton Road, Birmingham B29",Listed on 29th Oct 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/60074004/,£40 pcm,Room to rent,"Fifth Avenue, Bordesley Green, Birmingham B9",Listed on 29th Oct 2021,1,2,1
https://www.zoopla.co.uk//to-rent/details/60073987/,"£1,183 pcm",3 bed property to rent,"Alton Road, Birmingham B29",Listed on 29th Oct 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/60073937/,"£1,647 pcm",4 bed property to rent,"Alton Road, Birmingham B29",Listed on 29th Oct 2021,4,2,N/A
https://www.zoopla.co.uk//to-rent/details/52728251/,£800 pcm,2 bed terraced house to rent,"Francis Road, Acocks Green, Birmingham B27",Listed on 29th Oct 2021,2,1,2
https://www.zoopla.co.uk//to-rent/details/60073888/,"£1,560 pcm",4 bed property to rent,"Alton Road, Birmingham B29",Listed on 29th Oct 2021,4,1,1
https://www.zoopla.co.uk//to-rent/details/48593213/,"£1,200 pcm",3 bed semi-detached house to rent,"Falstone Road, Sutton Coldfield B73",Listed on 29th Oct 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/58487971/,£758 pcm,Room to rent,"500 Harborne Park Rd, Birmingham, Birmingham B17",Listed on 29th Oct 2021,1,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/46353451/,£700 pcm,2 bed flat to rent,"Nursery Drive, Handsworth, Birmingham B20",Listed on 29th Oct 2021,2,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60072354/,£850 pcm,3 bed terraced house to rent,"Penley Grove, Washwood Heath, Birmingham B8",Listed on 28th Oct 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/58350788/,£675 pcm,1 bed flat to rent,"Riverside House, Birmingham B42",Listed on 28th Oct 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60071942/,£750 pcm,1 bed flat to rent,"Kinvara Heights, Birmingham B12",Listed on 28th Oct 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/56869230/,£800 pcm,1 bed flat to rent,"Newton Chambers, Birmingham B2",Listed on 28th Oct 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60080538/,£975 pcm,3 bed property to rent,"Quinton Lane, Birmingham B32",Listed on 28th Oct 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/50635400/,£475 pcm,2 bed flat to rent,"Pershore Road, Birmingham B5",Listed on 28th Oct 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/52959751/,£481 pcm,2 bed semi-detached house to rent,"Elford Road, Birmingham B29",Listed on 28th Oct 2021,2,1,N/A
https://www.zoopla.co.uk//to-rent/details/55693488/,£377 pcm,3 bed property to rent,"Reservoir Road, Selly Oak, Birmingham B29",Listed on 28th Oct 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/50281605/,£455 pcm,7 bed property to rent,"St. Edwards Road, Selly Oak, Birmingham B29",Listed on 28th Oct 2021,7,2,N/A
https://www.zoopla.co.uk//to-rent/details/60070896/,£425 pcm,4 bed terraced house to rent,"Selly Hill Road, Selly Oak, Birmingham B29",Listed on 28th Oct 2021,4,1,1
https://www.zoopla.co.uk//to-rent/details/60070898/,£477 pcm,6 bed property to rent,"Harborne Lane, Selly Oak, Birmingham B29",Listed on 28th Oct 2021,6,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/49285905/,£472 pcm,9 bed property to rent,"Harrow Road, Selly Oak, Birmingham B29",Listed on 28th Oct 2021,9,3,N/A
https://www.zoopla.co.uk//to-rent/details/49740711/,£299 pcm,5 bed property to rent,"Roman Way, Edgbaston, Birmingham B15",Listed on 28th Oct 2021,5,2,1
https://www.zoopla.co.uk//to-rent/details/60070892/,£498 pcm,4 bed property to rent,"Teignmouth Road, Selly Oak, Birmingham B29",Listed on 28th Oct 2021,4,1,1
https://www.zoopla.co.uk//to-rent/details/60070512/,£595 pcm,1 bed flat to rent,"Walsall Road, Perry Barr, Birmingham B42",Listed on 28th Oct 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60069955/,£725 pcm,2 bed flat to rent,"Riverpark Way, Northfield, Birmingham B31",Listed on 28th Oct 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60069716/,"£1,084 pcm",2 bed flat to rent,"Hazelwell Street, Stirchley, Birmingham B30",Listed on 28th Oct 2021,2,2,1
https://www.zoopla.co.uk//to-rent/details/60069135/,£100 pcm,Room to rent,"Timbersway, Birmingham B11",Listed on 28th Oct 2021,1,4,N/A
https://www.zoopla.co.uk//to-rent/details/48664386/,£750 pcm,Property to rent,"Hurstcroft Road, Kitts Green, Birmingham B33",Listed on 28th Oct 2021,N/A,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60068437/,£390 pcm,6 bed shared accommodation to rent,"Stony Lane, Smethwick B67",Listed on 28th Oct 2021,6,1,1
https://www.zoopla.co.uk//to-rent/details/60067677/,"£2,650 pcm",5 bed detached house to rent,"Cotton Lane, Birmingham B13",Listed on 28th Oct 2021,5,4,3
https://www.zoopla.co.uk//to-rent/details/60065087/,£800 pcm,2 bed semi-detached house to rent,"Parkeston Crescent, Kingstanding, Birmingham B44",Listed on 28th Oct 2021,2,2,1
https://www.zoopla.co.uk//to-rent/details/60027670/,£900 pcm,3 bed semi-detached house to rent,"Dyas Avenue, Great Barr, Birmingham B42",Listed on 28th Oct 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/60064343/,£325 pcm,Room to rent,"Harborne Lane, Birmingham B29",Listed on 28th Oct 2021,1,2,1
https://www.zoopla.co.uk//to-rent/details/60064247/,"£3,363 pcm",8 bed terraced house to rent,"Dawlish Rd, Selly Oak, Birmingham B29",Listed on 28th Oct 2021,8,3,1
https://www.zoopla.co.uk//to-rent/details/60062881/,£425 pcm,6 bed terraced house to rent,"Dawlish Road, Birmingham B29",Listed on 28th Oct 2021,6,3,N/A
https://www.zoopla.co.uk//to-rent/details/60061409/,"£1,014 pcm",3 bed terraced house to rent,"Lottie Road, Birmingham B29",Listed on 27th Oct 2021,3,2,N/A
https://www.zoopla.co.uk//to-rent/details/60060974/,£750 pcm,1 bed flat to rent,"Leslie Bentley House, 66 Parade, Birmingham B1",Listed on 27th Oct 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/60060725/,"£3,640 pcm",6 bed terraced house to rent,"Dawlish Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,6,6,1
https://www.zoopla.co.uk//to-rent/details/60060621/,"£3,640 pcm",6 bed terraced house to rent,"Teignmouth Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,6,6,1
https://www.zoopla.co.uk//to-rent/details/60060584/,"£3,640 pcm",6 bed end terrace house to rent,"Teignmouth Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,6,6,1
https://www.zoopla.co.uk//to-rent/details/51744468/,£390 pcm,2 bed flat to rent,"Wallace Road, Selly Park, Birmingham B29",Listed on 27th Oct 2021,2,2,1
https://www.zoopla.co.uk//to-rent/details/56217638/,£399 pcm,3 bed flat to rent,"Bristol Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/55519653/,£390 pcm,2 bed flat to rent,"Pershore Road, Selly Park, Birmingham B29",Listed on 27th Oct 2021,2,2,N/A
https://www.zoopla.co.uk//to-rent/details/60060419/,"£2,730 pcm",6 bed terraced house to rent,"8 School Terrace, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,6,3,1
https://www.zoopla.co.uk//to-rent/details/49261743/,£399 pcm,4 bed property to rent,"Warwards Lane, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,4,1,1
https://www.zoopla.co.uk//to-rent/details/49346601/,£472 pcm,7 bed property to rent,"Dawlish Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,7,2,1
https://www.zoopla.co.uk//to-rent/details/49357121/,£675 pcm,Studio to rent,"The Qed Selly Oak, Birmingham, West Midlands B29",Listed on 27th Oct 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/49555926/,£464 pcm,4 bed property to rent,"Leahurst Crescent, Harborne, Birmingham B17",Listed on 27th Oct 2021,4,2,N/A
https://www.zoopla.co.uk//to-rent/details/49555966/,£355 pcm,6 bed property to rent,"Warwards Lane, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,6,2,N/A
https://www.zoopla.co.uk//to-rent/details/49740633/,£498 pcm,3 bed property to rent,"Reservoir Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,3,1,N/A
https://www.zoopla.co.uk//to-rent/details/53288707/,£503 pcm,6 bed flat to rent,"Dartmouth Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,6,2,N/A
https://www.zoopla.co.uk//to-rent/details/54304905/,£381 pcm,5 bed property to rent,"Harborne Park Road, Harborne, Birmingham B17",Listed on 27th Oct 2021,5,2,N/A
https://www.zoopla.co.uk//to-rent/details/57152974/,£394 pcm,3 bed property to rent,"Rebecca Drive, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/49337284/,£675 pcm,Studio to rent,"Frederick Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/55304750/,£250 pcm,Property to rent,"Lyttelton Road, Stechford, Birmingham B33",Listed on 27th Oct 2021,N/A,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60060188/,"£1,508 pcm",4 bed terraced house to rent,"Tiverton Road, Birmingham B29",Listed on 27th Oct 2021,4,1,N/A
https://www.zoopla.co.uk//to-rent/details/60060103/,"£3,120 pcm",6 bed terraced house to rent,"247 Hubert Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,6,3,1
https://www.zoopla.co.uk//to-rent/details/60060045/,£900 pcm,1 bed flat to rent,"The Cube West, Wharfside Street, Birmingham B1",Listed on 27th Oct 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60059907/,"£1,050 pcm",3 bed end terrace house to rent,"South Drive, Birmingham B5",Listed on 27th Oct 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/60059893/,"£3,662 pcm",7 bed terraced house to rent,"148 Hubert Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,7,3,1
https://www.zoopla.co.uk//to-rent/details/60059873/,"£3,579 pcm",7 bed terraced house to rent,"146 Hubert Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,7,3,2
https://www.zoopla.co.uk//to-rent/details/60059837/,"£3,761 pcm",7 bed terraced house to rent,"214 Tiverton Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,7,3,1
https://www.zoopla.co.uk//to-rent/details/60059687/,"£1,350 pcm",4 bed bungalow to rent,"Deakin Road, Birmingham, West Midlands B24",Listed on 27th Oct 2021,4,2,2
https://www.zoopla.co.uk//to-rent/details/60059686/,£550 pcm,1 bed flat to rent,"Pershore Road, Selly Park, Birmingham, West Midlands B29",Listed on 27th Oct 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60059683/,"£3,397 pcm",7 bed terraced house to rent,"219 Hubert Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,7,3,1
https://www.zoopla.co.uk//to-rent/details/60059677/,"£3,900 pcm",9 bed barn conversion to rent,"Harrow Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,9,3,1
https://www.zoopla.co.uk//to-rent/details/60059632/,"£3,792 pcm",7 bed terraced house to rent,"152 Hubert Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,7,3,1
https://www.zoopla.co.uk//to-rent/details/60059587/,"£3,978 pcm",9 bed terraced house to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,9,3,1
https://www.zoopla.co.uk//to-rent/details/60059545/,"£4,715 pcm",8 bed terraced house to rent,"Rookery Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,8,8,1
https://www.zoopla.co.uk//to-rent/details/60059511/,"£3,519 pcm",7 bed terraced house to rent,"150 Hubert Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,7,3,1
https://www.zoopla.co.uk//to-rent/details/60059492/,"£4,056 pcm",8 bed terraced house to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,8,3,1
https://www.zoopla.co.uk//to-rent/details/60059449/,"£3,792 pcm",7 bed terraced house to rent,"149 Hubert Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,7,3,1
https://www.zoopla.co.uk//to-rent/details/60059324/,"£3,549 pcm",7 bed terraced house to rent,"Dawlish Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,7,7,1
https://www.zoopla.co.uk//to-rent/details/60059303/,"£1,716 pcm",3 bed terraced house to rent,"5 Teignmouth Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,3,2,1
https://www.zoopla.co.uk//to-rent/details/60059300/,"£3,246 pcm",7 bed terraced house to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,7,2,1
https://www.zoopla.co.uk//to-rent/details/60059269/,"£3,155 pcm",7 bed terraced house to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,7,3,1
https://www.zoopla.co.uk//to-rent/details/60059185/,"£3,246 pcm",7 bed terraced house to rent,"Harrow Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,7,3,1
https://www.zoopla.co.uk//to-rent/details/60059115/,"£3,155 pcm",7 bed terraced house to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,7,2,1
https://www.zoopla.co.uk//to-rent/details/49529074/,£455 pcm,3 bed property to rent,"Reservoir Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,3,3,1
https://www.zoopla.co.uk//to-rent/details/60059066/,"£3,094 pcm",7 bed terraced house to rent,"Alton Road, Birmingham B29",Listed on 27th Oct 2021,7,2,1
https://www.zoopla.co.uk//to-rent/details/60059031/,"£3,354 pcm",6 bed terraced house to rent,"North Road, Edgbaston, Birmingham B29",Listed on 27th Oct 2021,6,6,1
https://www.zoopla.co.uk//to-rent/details/60058982/,"£2,912 pcm",6 bed terraced house to rent,"Teignmouth Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,6,6,1
https://www.zoopla.co.uk//to-rent/details/60058920/,"£2,912 pcm",6 bed terraced house to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,6,6,1
https://www.zoopla.co.uk//to-rent/details/60058847/,"£2,834 pcm",6 bed terraced house to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,6,2,1
https://www.zoopla.co.uk//to-rent/details/60058804/,"£2,704 pcm",6 bed terraced house to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,6,3,1
https://www.zoopla.co.uk//to-rent/details/60058755/,"£2,756 pcm",6 bed terraced house to rent,"Harrow Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,6,2,1
https://www.zoopla.co.uk//to-rent/details/60058559/,"£3,094 pcm",7 bed terraced house to rent,"Teignmouth Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,7,2,1
https://www.zoopla.co.uk//to-rent/details/60058512/,"£2,990 pcm",6 bed terraced house to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,6,2,1
https://www.zoopla.co.uk//to-rent/details/58852065/,£368 pcm,6 bed terraced house to rent,"Herons Way, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,6,2,1
https://www.zoopla.co.uk//to-rent/details/60058350/,"£2,492 pcm",5 bed terraced house to rent,"Harrow Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,5,2,1
https://www.zoopla.co.uk//to-rent/details/60058299/,"£1,716 pcm",3 bed terraced house to rent,"87 Teignmouth Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/60058273/,"£2,275 pcm",5 bed terraced house to rent,"Harrow Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,5,2,1
https://www.zoopla.co.uk//to-rent/details/60058230/,"£2,254 pcm",5 bed terraced house to rent,"Harrow Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,5,2,1
https://www.zoopla.co.uk//to-rent/details/60058176/,"£1,274 pcm",3 bed terraced house to rent,"Dawlish Road, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/56401406/,£895 pcm,3 bed semi-detached house to rent,"Hamstead Road, Great Barr, Birmingham B43",Listed on 27th Oct 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/60057443/,"£1,100 pcm",3 bed property to rent,"The Circle, Harborne, Birmingham B17",Listed on 27th Oct 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/60057050/,"£1,500 pcm",4 bed terraced house to rent,"Alton Road, Birmingham B29",Listed on 27th Oct 2021,4,1,1
https://www.zoopla.co.uk//to-rent/details/60056929/,"£1,698 pcm",4 bed flat to rent,"Student Property 2022-2023 Selly Oak, Birmingham B29",Listed on 27th Oct 2021,4,2,1
https://www.zoopla.co.uk//to-rent/details/54945548/,£775 pcm,2 bed maisonette to rent,"Myton Drive, Shirley, Solihull B90",Listed on 27th Oct 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60056105/,£850 pcm,3 bed semi-detached house to rent,"Rothley Walk, Kings Nortion, Birmingham, West Midlands B38",Listed on 27th Oct 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/60055565/,£970 pcm,2 bed terraced house to rent,"Harborne Lane, Selly Oak, Birmingham B29",Listed on 27th Oct 2021,2,1,2
https://www.zoopla.co.uk//to-rent/details/60055442/,£40 pcm,Room to rent,"Harborne Park Road, Harborne, Birmingham B17",Listed on 27th Oct 2021,1,2,1
https://www.zoopla.co.uk//to-rent/details/60054398/,£795 pcm,3 bed terraced house to rent,"Tamar Drive, Birmingham B36",Listed on 26th Oct 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/53563274/,£695 pcm,2 bed flat to rent,"Herbert James Close, Smethwick B66",Listed on 26th Oct 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/53621345/,£347 pcm,5 bed flat to rent,"Dawlish Road, Selly Oak, Birmingham B29",Listed on 26th Oct 2021,5,1,N/A
https://www.zoopla.co.uk//to-rent/details/60052686/,£450 pcm,Room to rent,"West Boulevard, Quinton, Birmingham B32",Listed on 26th Oct 2021,1,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/49478495/,£511 pcm,6 bed property to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 26th Oct 2021,6,6,N/A
https://www.zoopla.co.uk//to-rent/details/55526560/,£277 pcm,4 bed property to rent,"Pershore Road, Birmingham, West Midlands B29",Listed on 26th Oct 2021,4,1,N/A
https://www.zoopla.co.uk//to-rent/details/59201770/,£416 pcm,2 bed flat to rent,"Pershore Road, Selly Park, Birmingham B29",Listed on 26th Oct 2021,2,2,N/A
https://www.zoopla.co.uk//to-rent/details/45725905/,£950 pcm,2 bed property to rent,"St Peters Road, Harborne, Birmingham B17",Listed on 26th Oct 2021,2,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/49302693/,£481 pcm,6 bed property to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 26th Oct 2021,6,3,N/A
https://www.zoopla.co.uk//to-rent/details/49297328/,£520 pcm,7 bed property to rent,"Exeter Road, Selly Oak, Birmingham B29",Listed on 26th Oct 2021,7,7,N/A
https://www.zoopla.co.uk//to-rent/details/60052575/,£615 pcm,7 bed flat to rent,"Frederick Road, Selly Oak, Birmingham B29",Listed on 26th Oct 2021,7,7,N/A
https://www.zoopla.co.uk//to-rent/details/60052246/,£995 pcm,4 bed terraced house to rent,"Curtis Close, Smethwick B66",Listed on 26th Oct 2021,4,2,1
https://www.zoopla.co.uk//to-rent/details/60050688/,£775 pcm,3 bed maisonette to rent,"Elcock Drive, Perry Barr, Birmingham B42",Listed on 26th Oct 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/47817155/,"£1,025 pcm",3 bed terraced house to rent,"Oak Close, Harborne, Birmingham B17",Listed on 26th Oct 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/46198303/,"£1,430 pcm",3 bed terraced house to rent,"Grasdene Grove, Harborne, Birmingham B17",Listed on 26th Oct 2021,3,3,1
https://www.zoopla.co.uk//to-rent/details/52990835/,"£3,328 pcm",8 bed terraced house to rent,"Raddlebarn Road, Selly Oak, Birmingham B29",Listed on 26th Oct 2021,8,3,1
https://www.zoopla.co.uk//to-rent/details/60048821/,£390 pcm,1 bed property to rent,"Yardley Green Road, Bordesley Green, Birmingham B9",Listed on 26th Oct 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/49496515/,£672 pcm,Studio to rent,"Dawlish Road, Selly Oak, Birmingham B29",Listed on 26th Oct 2021,N/A,1,N/A
https://www.zoopla.co.uk//to-rent/details/60048384/,"£1,050 pcm",3 bed town house to rent,"Lynwood Walk, Harborne, Birmingham B17",Listed on 26th Oct 2021,3,1,1
https://www.zoopla.co.uk//to-rent/details/60048216/,£345 pcm,Room to rent,"Bragg Road, Perry Barr, Birmingham B20",Listed on 26th Oct 2021,1,2,N/A
https://www.zoopla.co.uk//to-rent/details/60048132/,"£1,295 pcm",2 bed semi-detached house to rent,"Kingscote Road, Edgbaston, Birmingham B15",Listed on 26th Oct 2021,2,1,2
https://www.zoopla.co.uk//to-rent/details/52069919/,£975 pcm,3 bed semi-detached house to rent,"Pamela Road, Northfield, Birmingham B31",Listed on 26th Oct 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/60046829/,£925 pcm,3 bed semi-detached house to rent,"Douay Road, Erdington, Birmingham, West Midlands B24",Listed on 26th Oct 2021,3,1,2
https://www.zoopla.co.uk//to-rent/details/55607005/,£895 pcm,1 bed flat to rent,"The Quadrant, Sand Pits, Birmingham City Centre B1",Listed on 26th Oct 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60046508/,£775 pcm,2 bed terraced house to rent,"Mill Lane, Northfield, Birmingham B31",Listed on 26th Oct 2021,2,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60045469/,£40 pcm,2 bed shared accommodation to rent,"Station Road, Kings Heath, Birmingham B14",Listed on 26th Oct 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60045293/,"£1,495 pcm",2 bed end terrace house to rent,"Albion Street, Jewellery Quarter, Birmingham City Centre B1",Listed on 26th Oct 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60044855/,"£2,090 pcm",4 bed terraced house to rent,"Raddlebarn Road, Selly Oak, Birmingham B29",Listed on 26th Oct 2021,4,1,N/A
https://www.zoopla.co.uk//to-rent/details/49736904/,£700 pcm,Studio to rent,"Frederick Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/49529073/,£425 pcm,7 bed property to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,7,3,N/A
https://www.zoopla.co.uk//to-rent/details/47713119/,£800 pcm,1 bed flat to rent,"Frederick Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,1,1,N/A
https://www.zoopla.co.uk//to-rent/details/56634600/,£464 pcm,4 bed property to rent,"Dale Road, Edgbaston, Birmingham B29",Listed on 25th Oct 2021,4,2,N/A
https://www.zoopla.co.uk//to-rent/details/60042982/,£368 pcm,4 bed property to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,4,1,N/A
https://www.zoopla.co.uk//to-rent/details/53255852/,£299 pcm,4 bed property to rent,"Roman Way, Edgbaston, Birmingham B15",Listed on 25th Oct 2021,4,1,N/A
https://www.zoopla.co.uk//to-rent/details/60042937/,£520 pcm,2 bed flat to rent,"Escelie Way, Birmingham B29",Listed on 25th Oct 2021,2,1,N/A
https://www.zoopla.co.uk//to-rent/details/49275420/,£416 pcm,4 bed property to rent,"Westminster Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,4,2,N/A
https://www.zoopla.co.uk//to-rent/details/60042930/,£477 pcm,6 bed end terrace house to rent,"Quinton Road, Harborne, Birmingham B17",Listed on 25th Oct 2021,6,3,N/A
https://www.zoopla.co.uk//to-rent/details/60042622/,£950 pcm,4 bed semi-detached house to rent,"Hazelwell Fordrough, Stirchley, Birmingham B30",Listed on 25th Oct 2021,4,2,1
https://www.zoopla.co.uk//to-rent/details/60042374/,£750 pcm,1 bed flat to rent,"Stanmore Road, Birmingham B16",Listed on 25th Oct 2021,1,1,1
https://www.zoopla.co.uk//to-rent/details/60042357/,"£1,200 pcm",2 bed flat to rent,"Haigh Crescent, Birmingham B23",Listed on 25th Oct 2021,2,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60042299/,"£1,000 pcm",2 bed flat to rent,"Stanmore Road, Edgbaston, Birmingham B16",Listed on 25th Oct 2021,2,1,1
https://www.zoopla.co.uk//to-rent/details/60042225/,"£1,491 pcm",4 bed semi-detached house to rent,"39 Selly Hill Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,4,1,1
https://www.zoopla.co.uk//to-rent/details/60042145/,"£1,491 pcm",4 bed semi-detached house to rent,"27 Selly Hill Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,4,2,1
https://www.zoopla.co.uk//to-rent/details/60042090/,"£1,491 pcm",4 bed terraced house to rent,"62 Alton Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,4,1,1
https://www.zoopla.co.uk//to-rent/details/60041861/,"£3,814 pcm",8 bed terraced house to rent,"Harrow Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,8,4,1
https://www.zoopla.co.uk//to-rent/details/60041859/,"£1,690 pcm",3 bed terraced house to rent,"Luton Road, Bournbrook, Birmingham B29",Listed on 25th Oct 2021,3,2,1
https://www.zoopla.co.uk//to-rent/details/60041856/,"£2,254 pcm",4 bed terraced house to rent,"Coronation Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,4,4,1
https://www.zoopla.co.uk//to-rent/details/60041851/,"£2,275 pcm",5 bed terraced house to rent,"Hubert Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,5,3,1
https://www.zoopla.co.uk//to-rent/details/60041853/,"£3,250 pcm",6 bed terraced house to rent,"Holly Grove, Hubert Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,6,6,1
https://www.zoopla.co.uk//to-rent/details/60041849/,"£3,666 pcm",9 bed terraced house to rent,"Harrow Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,9,3,1
https://www.zoopla.co.uk//to-rent/details/60041792/,£365 pcm,Room to rent,"Bristol Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,1,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60041788/,£365 pcm,Room to rent,"Bristol Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,1,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60041781/,£375 pcm,Room to rent,"Bristol Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,1,N/A,N/A
https://www.zoopla.co.uk//to-rent/details/60041776/,"£4,173 pcm",9 bed terraced house to rent,"Tiverton Road, Selly Oak, Birmingham B29",Listed on 25th Oct 2021,9,3,1
https://www.zoopla.co.uk//to-rent/details/60041362/,£800 pcm,2 bed flat to rent,"Arden Grove, Ladywood, Birmingham, West Midlands B16",Listed on 25th Oct 2021,2,1,1
